E	db0_pair_dE	db0_pion_dE	db0_rsh_dE	db0_dE
6.277660105806513e19	1.8456994665124614e-10	6.045805915963707e-9	7.358487281534e-11	6.230375862614953e-9
6.350425168595949e19	1.8365990807669302e-10	6.2994771652073505e-9	7.358487281534e-11	6.483137073299061e-9
6.424033659394204e19	1.827510841911363e-10	6.558565410545273e-9	7.358487281534e-11	6.741316494677028e-9
6.498495354469875e19	1.8184352040238987e-10	6.822942131850945e-9	7.358487281534e-11	7.004785652282685e-9
6.5738201434095985e19	1.8093726105568204e-10	7.092468333445603e-9	7.358487281534e-11	7.2734055944722715e-9
6.650018030431105e19	1.8003234980281557e-10	7.366994789518406e-9	7.358487281534e-11	7.547027139335563e-9
6.72709913571235e19	1.7912882949334662e-10	7.646362326133672e-9	7.358487281534e-11	7.825491155541959e-9
6.805073696735193e19	1.7822674264821567e-10	7.930402127456733e-9	7.358487281534e-11	8.10862887017502e-9
6.88395206964551e19	1.773261306407087e-10	8.218936075820682e-9	7.358487281534e-11	8.39626220641983e-9
6.963744730628208e19	1.764270342892112e-10	8.511777117625663e-9	7.358487281534e-11	8.688204151955957e-9
7.044462277299052e19	1.7552949392310701e-10	8.808729661301979e-9	7.358487281534e-11	8.984259155238624e-9
7.126115430111731e19	1.7463354889561415e-10	9.109589989015518e-9	7.358487281534e-11	9.284223538098492e-9
7.20871503378215e19	1.737392378974172e-10	9.414146700894152e-9	7.358487281534e-11	9.58788593879157e-9
7.292272058728298e19	1.7284659927589626e-10	9.722181180412197e-9	7.358487281534e-11	9.895027779845027e-9
7.376797602527746e19	1.719556701175354e-10	1.0033468074912237e-8	7.358487281534e-11	1.0205423744978062e-8
7.462302891391092e19	1.71066487386864e-10	1.0347775789274851e-8	7.358487281534e-11	1.0518842276674495e-8
7.548799281653447e19	1.7017908720732876e-10	1.0664867007112672e-8	7.358487281534e-11	1.0835046094446335e-8
7.636298261282226e19	1.6929350487786184e-10	1.0984499217505836e-8	7.358487281534e-11	1.1153792722233834e-8
7.724811451403416e19	1.6840977533349712e-10	1.130642525591394e-8	7.358487281534e-11	1.147483503132151e-8
7.814350607844526e19	1.675279325621469e-10	1.1630393847336822e-8	7.358487281534e-11	1.179792177989897e-8
7.904927622696436e19	1.6664801029187067e-10	1.1956150167049192e-8	7.358487281534e-11	1.212279817738932e-8
7.99655452589233e19	1.6577004197599085e-10	1.2283436394626175e-8	7.358487281534e-11	1.2449206436673722e-8
8.089243486805955e19	1.6489405839742339e-10	1.2611992291156819e-8	7.358487281534e-11	1.2776886349436348e-8
8.183006815867373e19	1.640200919638565e-10	1.2941555743627603e-8	7.358487281534e-11	1.3105575835521533e-8
8.27785696619849e19	1.6314817361523075e-10	1.3271863353941593e-8	7.358487281534e-11	1.3435011527372491e-8
8.373806535266473e19	1.6227833385762222e-10	1.360265098066399e-8	7.358487281534e-11	1.3764929314794944e-8
8.47086826655742e19	1.6141060239961404e-10	1.3933654300570017e-8	7.358487281534e-11	1.4095064903194797e-8
8.56905505126833e19	1.6054500794730437e-10	1.4264609363626472e-8	7.358487281534e-11	1.4425154371707327e-8
8.668379930019792e19	1.5968158047856645e-10	1.4595253127720234e-8	7.358487281534e-11	1.4754934708044776e-8
8.76885609458741e19	1.5882034727178872e-10	1.4925323997405376e-8	7.358487281534e-11	1.508414434491643e-8
8.870496889654421e19	1.5796133580552967e-10	1.525456234143452e-8	7.358487281534e-11	1.5412523677283055e-8
8.9733158145835e19	1.5710457304118375e-10	1.5582710998411795e-8	7.358487281534e-11	1.5739815571495493e-8
9.077326525210242e19	1.56250086014563e-10	1.590951577151141e-8	7.358487281534e-11	1.6065765857546986e-8
9.182542835656263e19	1.5539789893904856e-10	1.6234725911133934e-8	7.358487281534e-11	1.6390123810093754e-8
9.288978720164517e19	1.5454803804278648e-10	1.6558094570996178e-8	7.358487281534e-11	1.671264260926483e-8
9.396648314954672e19	1.5370052773561694e-10	1.6879379243002493e-8	7.358487281534e-11	1.70330797708396e-8
9.50556592010121e19	1.5285539227200116e-10	1.719834220020302e-8	7.358487281534e-11	1.735119759253522e-8
9.615746001432076e19	1.5201265529909175e-10	1.7514750882784284e-8	7.358487281534e-11	1.766676353802387e-8
9.727203192450558e19	1.51172339788432e-10	1.7828378292790667e-8	7.358487281534e-11	1.7979550632637925e-8
9.839952296278206e19	1.503344683799417e-10	1.8139003355084767e-8	7.358487281534e-11	1.8289337823387176e-8
9.95400828762154e19	1.4949906297475304e-10	1.8446411243277167e-8	7.358487281534e-11	1.85959103064627e-8
1.0069386314760251e20	1.4866614532209873e-10	1.8750393725636925e-8	7.358487281534e-11	1.8899059870977968e-8
1.0186101701559773e20	1.4783573633078195e-10	1.905074942224877e-8	7.358487281534e-11	1.9198585158298678e-8
1.0304169949505854e20	1.4700785640871586e-10	1.9347284116226277e-8	7.358487281534e-11	1.949429197291265e-8
1.0423606739764032e20	1.4618252572522e-10	1.9639810972018632e-8	7.358487281534e-11	1.9785993497487676e-8
1.0544427935261663e20	1.4535976369594112e-10	1.992815076645295e-8	7.358487281534e-11	2.007351053014889e-8
1.0666649582795409e20	1.4453958957590908e-10	2.0212132102885236e-8	7.358487281534e-11	2.0356671692711488e-8
1.0790287915161815e20	1.4372202175767513e-10	2.0491591573002232e-8	7.358487281534e-11	2.0635313594883643e-8
1.0915359353313934e20	1.4290707841048042e-10	2.0766373919925154e-8	7.358487281534e-11	2.09092809984929e-8
1.104188050854158e20	1.420947771265424e-10	2.1036332160872968e-8	7.358487281534e-11	2.1178426937878594e-8
1.116986818467825e20	1.4128513515500569e-10	2.1301327704654794e-8	7.358487281534e-11	2.144261283963904e-8
1.1299339380332193e20	1.4047816913085998e-10	2.15612304335061e-8	7.358487281534e-11	2.170170860278888e-8
1.143031129114481e20	1.3967389540662343e-10	2.1815918763218817e-8	7.358487281534e-11	2.1955592658925803e-8
1.156280131207373e20	1.3887232986702143e-10	2.206527969013723e-8	7.358487281534e-11	2.2204152020317667e-8
1.169682703970387e20	1.3807348679430996e-10	2.2309208800507676e-8	7.358487281534e-11	2.244728228713892e-8
1.1832406274583755e20	1.3727738314762156e-10	2.2547610288052257e-8	7.358487281534e-11	2.2684887671328838e-8
1.1969557023590452e20	1.3648403241604988e-10	2.27803969287413e-8	7.358487281534e-11	2.2916880960902386e-8
1.210829750232037e20	1.35693448922869e-10	2.3007490033934412e-8	7.358487281534e-11	2.3143183482999054e-8
1.2248646137509333e20	1.3490564601617904e-10	2.3228819401255168e-8	7.358487281534e-11	2.336372504755164e-8
1.2390621569479131e20	1.3412063718345147e-10	2.3444323234569663e-8	7.358487281534e-11	2.357844387187626e-8
1.253424265461402e20	1.3333843540174307e-10	2.3653948062567595e-8	7.358487281534e-11	2.3787286497710645e-8
1.2679528467864314e20	1.3255905292294835e-10	2.3857648623652232e-8	7.358487281534e-11	2.399020767707159e-8
1.2826498305280626e20	1.3178250192191931e-10	2.405538773966517e-8	7.358487281534e-11	2.418717024212242e-8
1.2975171686575841e20	1.3100879407198605e-10	2.4247136188691216e-8	7.358487281534e-11	2.43781449828514e-8
1.3125568357718455e20	1.3023794057074114e-10	2.4432872548148997e-8	7.358487281534e-11	2.456311048912662e-8
1.3277708293554263e20	1.2946995248061455e-10	2.4612583044086016e-8	7.358487281534e-11	2.4742052997184328e-8
1.343161170046018e20	1.2870484016606554e-10	2.478626135579122e-8	7.358487281534e-11	2.4914966196170294e-8
1.3587299019027064e20	1.2794261399058097e-10	2.4953908445841274e-8	7.358487281534e-11	2.508185105998627e-8
1.3744790926775394e20	1.271832834957115e-10	2.511553236574575e-8	7.358487281534e-11	2.5242715649283092e-8
1.3904108340900669e20	1.2642685833714817e-10	2.5271148044528088e-8	7.358487281534e-11	2.539757490278293e-8
1.4065272421052393e20	1.2567334751676265e-10	2.542077707480062e-8	7.358487281534e-11	2.554645042243943e-8
1.422830457214349e20	1.249227596722142e-10	2.556444750363506e-8	7.358487281534e-11	2.5689370263454734e-8
1.4393226447194094e20	1.2417510336074272e-10	2.5702193602638712e-8	7.358487281534e-11	2.5826368705257357e-8
1.4560059950206455e20	1.2343038639368173e-10	2.5834055631724874e-8	7.358487281534e-11	2.5957486018629452e-8
1.4728827239075049e20	1.226886165761865e-10	2.5960079602352337e-8	7.358487281534e-11	2.6082768218811975e-8
1.4899550728528508e20	1.2194980174431403e-10	2.6080317052900683e-8	7.358487281534e-11	2.6202266855195457e-8
1.5072253093107587e20	1.2121394748335167e-10	2.619482477317761e-8	7.358487281534e-11	2.6316038720825473e-8
1.5246957270175698e20	1.2048106187039909e-10	2.6303664597748098e-8	7.358487281534e-11	2.6424145659768612e-8
1.5423686462966304e20	1.1975115102823876e-10	2.6406903120560597e-8	7.358487281534e-11	2.6526654271873262e-8
1.5602464143663648e20	1.1902422065189683e-10	2.650461147673665e-8	7.358487281534e-11	2.6623635697877533e-8
1.5783314056521197e20	1.1830027679319238e-10	2.6596865077586997e-8	7.358487281534e-11	2.6715165354428527e-8
1.596626022101422e20	1.1757932477604086e-10	2.6683743354172477e-8	7.358487281534e-11	2.6801322679175495e-8
1.615132693503093e20	1.1686136974408547e-10	2.6765329528084733e-8	7.358487281534e-11	2.68821908984429e-8
1.6338538778098572e20	1.1614641656472315e-10	2.6841710344223784e-8	7.358487281534e-11	2.6957856760846874e-8
1.652792061464897e20	1.1543446980896798e-10	2.691297585099079e-8	7.358487281534e-11	2.7028410321226744e-8
1.671949759731985e20	1.1472553366447012e-10	2.6979219128965048e-8	7.358487281534e-11	2.7093944662583886e-8
1.6913295170296506e20	1.1401961222689742e-10	2.704053607723367e-8	7.358487281534e-11	2.7154555689843995e-8
1.71093390726901e20	1.1331670901366125e-10	2.7097025151985003e-8	7.358487281534e-11	2.7210341861110145e-8
1.7307655341957277e20	1.1261682761294563e-10	2.7148787153271272e-8	7.358487281534e-11	2.7261403981688698e-8
1.7508270317357197e20	1.1191997098166985e-10	2.7195924981319863e-8	7.358487281534e-11	2.730784495322752e-8
1.7711210643450905e20	1.1122614215893926e-10	2.7238543447261312e-8	7.358487281534e-11	2.7349769589474096e-8
1.791650327363896e20	1.1053534360067177e-10	2.7276748996795373e-8	7.358487281534e-11	2.7387284341226416e-8
1.8124175473742394e20	1.0984757765397095e-10	2.7310649549461736e-8	7.358487281534e-11	2.7420497127368278e-8
1.833425482562285e20	1.0916284662523244e-10	2.7340354261104774e-8	7.358487281534e-11	2.744951710830218e-8
1.8546769230847014e20	1.0848115204133167e-10	2.736597333710195e-8	7.358487281534e-11	2.747445448834113e-8
1.8761746914391156e20	1.0780249641145694e-10	2.7387617814745216e-8	7.358487281534e-11	2.7495420311410827e-8
1.8979216428391032e20	1.0712687938193207e-10	2.7405399410262252e-8	7.358487281534e-11	2.7512526289614035e-8
1.919920665593279e20	1.0645430301479743e-10	2.741943029481848e-8	7.358487281534e-11	2.7525884597634585e-8
1.9421746814890285e20	1.0578476794876526e-10	2.7429822924936534e-8	7.358487281534e-11	2.7535607692659422e-8
1.9646866461804406e20	1.0511827499359762e-10	2.74366899098368e-8	7.358487281534e-11	2.7541808185597344e-8
1.987459549580986e20	1.0445482433330567e-10	2.744014378782506e-8	7.358487281534e-11	2.754459861248466e-8
2.0104964162604928e20	1.0379441625403425e-10	2.744029692212039e-8	7.358487281534e-11	2.7544091339029024e-8
2.033800305846984e20	1.0313705055680371e-10	2.74372613114238e-8	7.358487281534e-11	2.754039836129599e-8
2.0573743134329074e20	1.0248272705779779e-10	2.7431148461149492e-8	7.358487281534e-11	2.7533631189088014e-8
2.0812215699863414e20	1.0183144523014328e-10	2.7422069253443462e-8	7.358487281534e-11	2.752390069795877e-8
2.1053452427666997e20	1.011832042143311e-10	2.7410133808295938e-8	7.358487281534e-11	2.7511317012972305e-8
2.1297485357455232e20	1.0053800321344596e-10	2.7395451352833642e-8	7.358487281534e-11	2.74959893566919e-8
2.1544346900318778e20	9.989584096749928e-11	2.737813010643593e-8	7.358487281534e-11	2.7478025947297194e-8
2.179406984302958e20	9.925671553484935e-11	2.735827720090845e-8	7.358487281534e-11	2.7457533916320775e-8
2.204668735239403e20	9.862062725576583e-11	2.7335998532446572e-8	7.358487281534e-11	2.7434619159442797e-8
2.2302232979659407e20	9.798757243085196e-11	2.7311398674771592e-8	7.358487281534e-11	2.7409386247441907e-8
2.2560740664968544e20	9.735754983183206e-11	2.7284580826225716e-8	7.358487281534e-11	2.7381938376666257e-8
2.2822244741869008e20	9.673055722824276e-11	2.7255646666394412e-8	7.358487281534e-11	2.7352377223455507e-8
2.3086779941871626e20	9.610659232831062e-11	2.7224696327431997e-8	7.358487281534e-11	2.7320802919760308e-8
2.335438139906482e20	9.548565257884597e-11	2.719182828940282e-8	7.358487281534e-11	2.728731394203067e-8
2.3625084654779403e20	9.486773530177322e-11	2.715713933295309e-8	7.358487281534e-11	2.7252007068206425e-8
2.3898925662310528e20	9.425283763004626e-11	2.7120724456150456e-8	7.358487281534e-11	2.7214977293477228e-8
2.4175940791691235e20	9.36409564796022e-11	2.7082676862552293e-8	7.358487281534e-11	2.71763178183534e-8
2.445616683452449e20	9.303208858581468e-11	2.704308785332908e-8	7.358487281534e-11	2.713611994179011e-8
2.4739641008868065e20	9.242623069189725e-11	2.7002046832536723e-8	7.358487281534e-11	2.709447306344449e-8
2.5026400964179218e20	9.182337906909017e-11	2.6959641252908023e-8	7.358487281534e-11	2.7051464631535077e-8
2.5316484786313478e20	9.122353001894927e-11	2.6915956553266413e-8	7.358487281534e-11	2.7007180082185396e-8
2.560993100258462e20	9.062667965666338e-11	2.687107617994528e-8	7.358487281534e-11	2.6961702859780692e-8
2.590677858688001e20	9.003282401828293e-11	2.6825081519850192e-8	7.358487281534e-11	2.691511434432494e-8
2.620706696483855e20	8.944195872409401e-11	2.677805189384516e-8	7.358487281534e-11	2.6867493851623115e-8
2.651083601908531e20	8.885407952850029e-11	2.673006455338283e-8	7.358487281534e-11	2.6818918633486896e-8
2.6818126094530183e20	8.826918185127692e-11	2.6681194650151565e-8	7.358487281534e-11	2.676946383067998e-8
2.712897800372459e20	8.768726111402948e-11	2.6631515231380163e-8	7.358487281534e-11	2.671920249225515e-8
2.744343303228368e20	8.710831242851274e-11	2.6581097242871887e-8	7.358487281534e-11	2.666820555473049e-8
2.7761532944367924e20	8.653233089710775e-11	2.6530009533959303e-8	7.358487281534e-11	2.6616541865254898e-8
2.8083319988231756e20	8.595931126826049e-11	2.6478318831245186e-8	7.358487281534e-11	2.6564278142771534e-8
2.8408836901832953e20	8.538924860916938e-11	2.642608977479105e-8	7.358487281534e-11	2.6511479023104808e-8
2.8738126918510694e20	8.482213731335278e-11	2.6373384913334994e-8	7.358487281534e-11	2.645820705058198e-8
2.9071233772725695e20	8.425797189467656e-11	2.632026472563043e-8	7.358487281534e-11	2.640452269601609e-8
2.940820170587067e20	8.369674618436255e-11	2.626678761275792e-8	7.358487281534e-11	2.635048435917577e-8
2.9749075472144315e20	8.313845567318505e-11	2.6213009934337398e-8	7.358487281534e-11	2.6296148389843883e-8
3.009390034449724e20	8.258309388825899e-11	2.6158986030041746e-8	7.358487281534e-11	2.6241569124411692e-8
3.0442722120642934e20	8.203065467946103e-11	2.61047682227608e-8	7.358487281534e-11	2.6186798877440262e-8
3.07955871291423e20	8.148113211029328e-11	2.6050406863561222e-8	7.358487281534e-11	2.613188799482919e-8
3.115254223555478e20	8.093451976776488e-11	2.599595033365771e-8	7.358487281534e-11	2.6076884852470348e-8
3.1513634848664827e20	8.039081139020308e-11	2.5941445092006208e-8	7.358487281534e-11	2.6021835902294862e-8
3.187891292677636e20	7.985000045954938e-11	2.5886935706731063e-8	7.358487281534e-11	2.596678570685556e-8
3.2248424984084454e20	7.931208040090877e-11	2.583246484436489e-8	7.358487281534e-11	2.5911776925451888e-8
3.2622220097116596e20	7.877704457000633e-11	2.5778073359477723e-8	7.358487281534e-11	2.5856850405345714e-8
3.300034791125289e20	7.824488612592117e-11	2.572380029918379e-8	7.358487281534e-11	2.580204518626916e-8
3.3382858647317506e20	7.771559812974125e-11	2.566968291548397e-8	7.358487281534e-11	2.5747398514230774e-8
3.376980310825095e20	7.718917360283596e-11	2.5615756751378166e-8	7.358487281534e-11	2.5692945926099323e-8
3.416123268585518e20	7.666560546957492e-11	2.5562055634787467e-8	7.358487281534e-11	2.563872124067021e-8
3.455719936762143e20	7.614488650397226e-11	2.5508611710435145e-8	7.358487281534e-11	2.55847565963651e-8
3.495775574363265e20	7.562700930194503e-11	2.5455455530477744e-8	7.358487281534e-11	2.5531082540303482e-8
3.5362955013550467e20	7.511196715103092e-11	2.5402616032074606e-8	7.358487281534e-11	2.547772799889123e-8
3.577285099367862e20	7.45997514922095e-11	2.5350120614166078e-8	7.358487281534e-11	2.542472036583957e-8
3.618749812411284e20	7.409035514176624e-11	2.5297995143705007e-8	7.358487281534e-11	2.5372085498635942e-8
3.6606951475968914e20	7.358377019949319e-11	2.52462640369145e-8	7.358487281534e-11	2.5319847806707587e-8
3.7031266758699306e20	7.307998956948222e-11	2.5194950259276748e-8	7.358487281534e-11	2.5268030248619603e-8
3.746050032748982e20	7.257900509870166e-11	2.5144075386176175e-8	7.358487281534e-11	2.521665439141744e-8
3.7894709190746715e20	7.208080884173579e-11	2.5093659635631325e-8	7.358487281534e-11	2.5165740443436202e-8
3.8333951017665895e20	7.158539284741466e-11	2.5043721916013715e-8	7.358487281534e-11	2.511530730973684e-8
3.8778284145894615e20	7.10927489793227e-11	2.4994279839664914e-8	7.358487281534e-11	2.5065372588988538e-8
3.9227767589277073e20	7.060286905979735e-11	2.494534979345464e-8	7.358487281534e-11	2.501595266203794e-8
3.968246104569486e20	7.0115744917813e-11	2.4896946969438764e-8	7.358487281534e-11	2.496706271475071e-8
4.01424249049931e20	6.963136817703649e-11	2.484908538179542e-8	7.358487281534e-11	2.491871675008649e-8
4.06077202570037e20	6.914973054687427e-11	2.4801777939639808e-8	7.358487281534e-11	2.4870927670816082e-8
4.107840889965634e20	6.867082351812051e-11	2.475503645119215e-8	7.358487281534e-11	2.4823707275091013e-8
4.15545533471888e20	6.81946386025695e-11	2.4708871696252826e-8	7.358487281534e-11	2.4777066335002274e-8
4.2036216838447006e20	6.772116726615735e-11	2.4663293422159505e-8	7.358487281534e-11	2.4731014588917473e-8
4.2523463345286867e20	6.725040072308033e-11	2.4618310418479932e-8	7.358487281534e-11	2.4685560820835696e-8
4.301635758106782e20	6.678233040923028e-11	2.4573930538190504e-8	7.358487281534e-11	2.464071286888351e-8
4.351496500925054e20	6.631694746799452e-11	2.4530160721083e-8	7.358487281534e-11	2.4596477669445165e-8
4.401935185208861e20	6.585424314621207e-11	2.4487007051378813e-8	7.358487281534e-11	2.4552861293051814e-8
4.45295850994266e20	6.539420852950777e-11	2.4444474771117202e-8	7.358487281534e-11	2.450986897918411e-8
4.5045732517594445e20	6.493683523560432e-11	2.440256833188278e-8	7.358487281534e-11	2.446750516785514e-8
4.556786265841069e20	6.448211301303616e-11	2.436129141214186e-8	7.358487281534e-11	2.442577352602553e-8
4.60960448682842e20	6.403003358641095e-11	2.4320646972759695e-8	7.358487281534e-11	2.4384677005237184e-8
4.663034929742736e20	6.358058771273009e-11	2.4280637251282e-8	7.358487281534e-11	2.4344217839960056e-8
4.717084690917003e20	6.313376628562258e-11	2.4241263828137498e-8	7.358487281534e-11	2.430439759480321e-8
4.771760948938751e20	6.268956007843285e-11	2.4202527654661726e-8	7.358487281534e-11	2.4265217215771428e-8
4.8270709656031684e20	6.224795986822183e-11	2.4164429051930857e-8	7.358487281534e-11	2.4226677012320655e-8
4.8830220868778846e20	6.180895630927771e-11	2.412696777269027e-8	7.358487281534e-11	2.4188776729640144e-8
4.939621743878305e20	6.13725401396614e-11	2.409014300866711e-8	7.358487281534e-11	2.4151515547825998e-8
4.996877453854889e20	6.093870191572317e-11	2.4053953439354848e-8	7.358487281534e-11	2.411489214262182e-8
5.054796821191225e20	6.050743223259964e-11	2.401839723201858e-8	7.358487281534e-11	2.4078904663722913e-8
5.1133875384143315e20	6.00787216165613e-11	2.398347208457157e-8	7.358487281534e-11	2.404355080708336e-8
5.1726573872160034e20	5.965256051318395e-11	2.394917526260485e-8	7.358487281534e-11	2.4008827824629857e-8
5.232614239486667e20	5.922893950245199e-11	2.391550360107888e-8	7.358487281534e-11	2.3974732539677343e-8
5.293266058360545e20	5.880784885063338e-11	2.3882453523251427e-8	7.358487281534e-11	2.3941261373125414e-8
5.354620899273613e20	5.838927902594979e-11	2.3850021086412715e-8	7.358487281534e-11	2.3908410366778e-8
5.4166869110331356e20	5.797322040474093e-11	2.3818202007181026e-8	7.358487281534e-11	2.3876175227409706e-8
5.4794723369002926e20	5.755966321324599e-11	2.3786991658976092e-8	7.358487281534e-11	2.3844551322140608e-8
5.542985515684652e20	5.7148597817676503e-11	2.3756385105519624e-8	7.358487281534e-11	2.3813533702924377e-8
5.607234882852038e20	5.674001444358123e-11	2.3726377123951772e-8	7.358487281534e-11	2.3783117138681088e-8
5.672228971644526e20	5.633390331103166e-11	2.3696962221771276e-8	7.358487281534e-11	2.375329612514956e-8
5.7379764142141394e20	5.593025459458347e-11	2.366813464974337e-8	7.358487281534e-11	2.3724064904803326e-8
5.80448594276896e20	5.55290585174568e-11	2.3639888434627507e-8	7.358487281534e-11	2.3695417492652066e-8
5.8717663907332614e20	5.513030518596325e-11	2.3612217378550813e-8	7.358487281534e-11	2.366734768246343e-8
5.939826693920339e20	5.473398473708351e-11	2.3585115098328355e-8	7.358487281534e-11	2.363984908424713e-8
6.008675891719693e20	5.434008727297587e-11	2.3558575010520473e-8	7.358487281534e-11	2.361291509784424e-8
6.078323128297212e20	5.3948602843879495e-11	2.3532590375740753e-8	7.358487281534e-11	2.3586538978685045e-8
6.148777653810029e20	5.355952153773675e-11	2.350715432127385e-8	7.358487281534e-11	2.3560713843872468e-8
6.220048825634693e20	5.3172833373658566e-11	2.348225979339766e-8	7.358487281534e-11	2.3535432626354283e-8
6.29214610961035e20	5.2788528372404566e-11	2.3457899660722298e-8	7.358487281534e-11	2.3510688189306895e-8
6.365079081295552e20	5.2406596472348e-11	2.3434066646660373e-8	7.358487281534e-11	2.348647324281508e-8
6.438857427240426e20	5.2027027735603896e-11	2.3410753412338227e-8	7.358487281534e-11	2.3462780439362894e-8
6.513490946272783e20	5.164981211264257e-11	2.3387952506707462e-8	7.358487281534e-11	2.3439602319183212e-8
6.588989550799956e20	5.1274939529703163e-11	2.3365656419564703e-8	7.358487281534e-11	2.341693135883388e-8
6.665363268124894e20	5.090239989031981e-11	2.3343857559418937e-8	7.358487281534e-11	2.3394759958113117e-8
6.742622241778349e20	5.053218317864539e-11	2.332254830837279e-8	7.358487281534e-11	2.3373080491789052e-8
6.820776732865664e20	5.0164279236961324e-11	2.3301721000442713e-8	7.358487281534e-11	2.335188527924903e-8
6.899837121430026e20	4.979867805039794e-11	2.328136793121287e-8	7.358487281534e-11	2.3331166610136803e-8
6.979813907830639e20	4.9435369465858875e-11	2.3261481378190057e-8	7.358487281534e-11	2.331091674742637e-8
7.06071771413778e20	4.907434335682568e-11	2.324205359501329e-8	7.358487281534e-11	2.3291127938715887e-8
7.142559285543105e20	4.871558957952811e-11	2.3223076849931507e-8	7.358487281534e-11	2.3271792439185245e-8
7.225349491787221e20	4.835909802185394e-11	2.3204543395534282e-8	7.358487281534e-11	2.3252902493888753e-8
7.309099328602888e20	4.8004858544586003e-11	2.3186445503417836e-8	7.358487281534e-11	2.3234450362755726e-8
7.393819919175874e20	4.765286099371445e-11	2.316877545167397e-8	7.358487281534e-11	2.321642831227558e-8
7.479522515621798e20	4.7303095227295303e-11	2.3151525557683536e-8	7.358487281534e-11	2.3198828653512653e-8
7.566218500481063e20	4.6955550601052615e-11	2.3134688157099897e-8	7.358487281534e-11	2.318164370788245e-8
7.653919388230125e20	4.661021789662494e-11	2.3118255620017156e-8	7.358487281534e-11	2.3164865837804135e-8
7.742636826811277e20	4.626708647222503e-11	2.310222036859991e-8	7.358487281534e-11	2.314848745513126e-8
7.832382599179173e20	4.5926146213855316e-11	2.30865748598621e-8	7.358487281534e-11	2.3132501006572737e-8
7.923168624866262e20	4.5587386851587485e-11	2.3071311597963817e-8	7.358487281534e-11	2.311689898352509e-8
8.01500696156538e20	4.525079832135006e-11	2.3056423156653497e-8	7.358487281534e-11	2.310167395562213e-8
8.107909806731695e20	4.4916370434085745e-11	2.3041902162824714e-8	7.358487281534e-11	2.308681853212021e-8
8.201889499202178e20	4.458409298588788e-11	2.3027741301401897e-8	7.358487281534e-11	2.3072325392555293e-8
8.296958520834915e20	4.4253955879234395e-11	2.301393333399753e-8	7.358487281534e-11	2.305818729058481e-8
8.393129498166339e20	4.392594888145303e-11	2.3000471095322678e-8	7.358487281534e-11	2.3044397043558737e-8
8.490415204088755e20	4.3600061920802394e-11	2.2987347473678067e-8	7.358487281534e-11	2.3030947536551375e-8
8.588828559546223e20	4.32762847940037e-11	2.2974555456407937e-8	7.358487281534e-11	2.3017831742001405e-8
8.688382635251194e20	4.295460767512559e-11	2.2962088100274294e-8	7.358487281534e-11	2.3005042708730943e-8
8.789090653419927e20	4.263501948910269e-11	2.294993855043117e-8	7.358487281534e-11	2.2992573569416803e-8
8.890965989529167e20	4.231751138197107e-11	2.2938100018500495e-8	7.358487281534e-11	2.298041752990821e-8
8.994022174092017e20	4.200207196428793e-11	2.2926565825046673e-8	7.358487281534e-11	2.2968567896120273e-8
9.098272894455568e20	4.168869199234429e-11	2.2915329361801457e-8	7.358487281534e-11	2.2957018053936356e-8
9.203731996618192e20	4.1377361155989454e-11	2.2904384124266325e-8	7.358487281534e-11	2.2945761484336396e-8
9.310413487069085e20	4.1068069254134606e-11	2.2893723679079808e-8	7.358487281534e-11	2.293479174803894e-8
9.418331534647923e20	4.076080627899688e-11	2.2883341706090245e-8	7.358487281534e-11	2.2924102512571758e-8
9.5275004724273e20	4.045556211802262e-11	2.287323196777403e-8	7.358487281534e-11	2.29136875302524e-8
9.637934799615756e20	4.0152326679697524e-11	2.2863388313039858e-8	7.358487281534e-11	2.290354063984621e-8
9.749649183484096e20	3.985108991705351e-11	2.285380470071631e-8	7.358487281534e-11	2.289365579005429e-8
9.86265846131279e20	3.955184180316183e-11	2.2844475177766624e-8	7.358487281534e-11	2.2884027019709028e-8
9.976977642363212e20	3.925457228533016e-11	2.283539389605206e-8	7.358487281534e-11	2.2874648468551506e-8
1.0092621909870443e21	3.8959271340738306e-11	2.2826555075594806e-8	7.358487281534e-11	2.2865514346527338e-8
1.0209606623060475e21	3.866592897603833e-11	2.2817953067793246e-8	7.358487281534e-11	2.2856618996888846e-8
1.0327947319189483e21	3.837453519004682e-11	2.2809582302654387e-8	7.358487281534e-11	2.2847956837644983e-8
1.0447659715608053e21	3.808508001932102e-11	2.2801437312369605e-8	7.358487281534e-11	2.2839522392834377e-8
1.0568759711848007e21	3.779755347961287e-11	2.279351272176761e-8	7.358487281534e-11	2.2831310275369942e-8
1.0691263391734771e21	3.751194562550218e-11	2.2785803248419043e-8	7.358487281534e-11	2.2823315194665386e-8
1.0815187025522848e21	3.722824655665086e-11	2.2778303720676683e-8	7.358487281534e-11	2.2815531967240386e-8
1.0940547072057436e21	3.6946446325973865e-11	2.2771009049721028e-8	7.358487281534e-11	2.2807955496116737e-8
1.1067360180959699e21	3.666653502643599e-11	2.2763914247491513e-8	7.358487281534e-11	2.280058078324867e-8
1.1195643194838795e21	3.638850281750829e-11	2.2757014418853118e-8	7.358487281534e-11	2.279340292179329e-8
1.132541315152808e21	3.611233981505948e-11	2.2750304764509693e-8	7.358487281534e-11	2.2786417104297804e-8
1.1456687286348727e21	3.583803656144314e-11	2.2743780576766314e-8	7.358487281534e-11	2.2779618614852746e-8
