E	beta_pair_E	beta_pion_E	beta_rsh_E	beta_total_E
2.4231727942375907e21	4.979196039747984e-11	2.2513997299701662e-8	7.665e-11	2.2640439260099142e-8
2.45126006203334e21	4.946730218962669e-11	2.251448436889777e-8	7.665e-11	2.2640601671087395e-8
2.47967289250215e21	4.91443991269575e-11	2.2514955771968807e-8	7.665e-11	2.2640750171095762e-8
2.508415059277541e21	4.8823245483580434e-11	2.251541200296958e-8	7.665e-11	2.264088524845316e-8
2.5374903797335615e21	4.850383550892272e-11	2.2515853540806142e-8	7.665e-11	2.2641007376315063e-8
2.566902715491952e21	4.8186163428402047e-11	2.2516280849681356e-8	7.665e-11	2.2641117013109756e-8
2.596655972934862e21	4.787022344409436e-11	2.251669437952806e-8	7.665e-11	2.2641214602972156e-8
2.6267541037238384e21	4.755600973539097e-11	2.251709456643045e-8	7.665e-11	2.264130057616584e-8
2.657201105324496e21	4.724351645965222e-11	2.251748183303361e-8	7.665e-11	2.2641375349493263e-8
2.6880010215376075e21	4.693273775285058e-11	2.2517856588941767e-8	7.665e-11	2.2641439326694617e-8
2.7191579430360077e21	4.66236677302104e-11	2.2518219231105436e-8	7.665e-11	2.2641492898835645e-8
2.7506760079080675e21	4.6316300486836896e-11	2.2518570144197724e-8	7.665e-11	2.264153644468456e-8
2.7825594022071144e21	4.601063009834219e-11	2.2518909700980077e-8	7.665e-11	2.264157033107842e-8
2.8148123605075813e21	4.570665062146085e-11	2.2519238262657784e-8	7.665e-11	2.2641594913279243e-8
2.847439166467236e21	4.5404356094661974e-11	2.2519556179225438e-8	7.665e-11	2.2641610535320098e-8
2.880444153396298e21	4.510374053875114e-11	2.2519863789802622e-8	7.665e-11	2.2641617530341373e-8
2.913831704832777e21	4.480479795746937e-11	2.2520161422960126e-8	7.665e-11	2.2641616220917593e-8
2.9476062551248585e21	4.450752233808107e-11	2.252044939703684e-8	7.665e-11	2.264160691937492e-8
2.981772290019661e21	4.4211907651959904e-11	2.252072802044768e-8	7.665e-11	2.2641589928099638e-8
3.016334347259197e21	4.391794785516562e-11	2.2520997591982677e-8	7.665e-11	2.2641565539837843e-8
3.051297017182858e21	4.3625636889014286e-11	2.2521258401097513e-8	7.665e-11	2.2641534037986525e-8
3.0866649433372743e21	4.333496846875857e-11	2.2521510728195764e-8	7.665e-11	2.264149569666452e-8
3.122442823092845e21	4.3045936936497057e-11	2.252175484490294e-8	7.665e-11	2.2641450781839437e-8
3.158635408267819e21	4.275853597586233e-11	2.252199101433272e-8	7.665e-11	2.264139955030858e-8
3.1952475057592006e21	4.247275947477491e-11	2.252221949134542e-8	7.665e-11	2.2641342250820194e-8
3.2322839781813807e21	4.218860130916729e-11	2.2522440522799028e-8	7.665e-11	2.2641279124108194e-8
3.2697497445117544e21	4.1906055343517696e-11	2.2522654347792904e-8	7.665e-11	2.2641210403136422e-8
3.3076497807442423e21	4.162511543137474e-11	2.2522861197904445e-8	7.665e-11	2.264113631333582e-8
3.3459891205499613e21	4.134577541587869e-11	2.2523061297418803e-8	7.665e-11	2.264105707283468e-8
3.384772855945983e21	4.1068029130273786e-11	2.25232548635519e-8	7.665e-11	2.2640972892682172e-8
3.4240061379714115e21	4.079187039841731e-11	2.252344210666696e-8	7.665e-11	2.2640883977065375e-8
3.463694177371734e21	4.05172932036214e-11	2.252362323048465e-8	7.665e-11	2.264079052368827e-8
3.503842245290661e21	4.024429101195108e-11	2.2523798432286996e-8	7.665e-11	2.2640692723298945e-8
3.544455673970436e21	3.997285763356737e-11	2.2523967903115435e-8	7.665e-11	2.2640590760749002e-8
3.5855398574598023e21	3.970298734204922e-11	2.252413182796285e-8	7.665e-11	2.2640484815304898e-8
3.6271002523306484e21	3.9434673285900745e-11	2.252429038596008e-8	7.665e-11	2.2640375059245978e-8
3.669142378402479e21	3.916790971425732e-11	2.252444375055678e-8	7.665e-11	2.2640261660271037e-8
3.711671819475767e21	3.890269024188156e-11	2.2524592089697008e-8	7.665e-11	2.2640144779938888e-8
3.7546942240733213e21	3.8639008635084586e-11	2.252473556598955e-8	7.665e-11	2.2640024574624634e-8
3.7982153061907363e21	3.837685865508984e-11	2.2524874336873137e-8	7.665e-11	2.2639901195528226e-8
3.8422408460550453e21	3.811623405848361e-11	2.2525008554776842e-8	7.665e-11	2.2639774788835325e-8
3.886776690892668e21	3.785712859765661e-11	2.252513836727554e-8	7.665e-11	2.2639645495873197e-8
3.931828755705754e21	3.759953602124325e-11	2.252526391724084e-8	7.665e-11	2.2639513453262084e-8
3.9774030240580365e21	3.7343450074552184e-11	2.2525385342987386e-8	7.665e-11	2.2639378793061937e-8
4.0235055488692765e21	3.70888644999945e-11	2.252550277841487e-8	7.665e-11	2.2639241642914864e-8
4.0701424532194386e21	3.683577303750325e-11	2.2525616353145657e-8	7.665e-11	2.263910212618316e-8
4.117319931161662e21	3.6584169424950715e-11	2.2525726192658333e-8	7.665e-11	2.2638960362083284e-8
4.165044248545185e21	3.63340473985572e-11	2.2525832418417248e-8	7.665e-11	2.2638816465815803e-8
4.2133217438472717e21	3.608540069329741e-11	2.2525935147998052e-8	7.665e-11	2.263867054869135e-8
4.262158829015325e21	3.5838223043298844e-11	2.2526034495209488e-8	7.665e-11	2.2638522718252786e-8
4.311561990318211e21	3.5592508182237353e-11	2.2526130570211494e-8	7.665e-11	2.263837307839373e-8
4.3615377892080054e21	3.5348249843725184e-11	2.252622347962972e-8	7.665e-11	2.2638221729473445e-8
4.4120928631911717e21	3.510544176169612e-11	2.252631332666651e-8	7.665e-11	2.2638068768428206e-8
4.463233926710397e21	3.486407767078322e-11	2.252640021120855e-8	7.665e-11	2.2637914288879332e-8
4.5149677720360835e21	3.4624151306693657e-11	2.2526484229931247e-8	7.665e-11	2.263775838123794e-8
4.567301270168747e21	3.438565640657633e-11	2.252656547639988e-8	7.665e-11	2.2637601132806457e-8
4.620241371751294e21	3.414858670938669e-11	2.2526644041167667e-8	7.665e-11	2.2637442627877054e-8
4.6737951079924635e21	3.3912935956244256e-11	2.2526720011870813e-8	7.665e-11	2.2637282947827056e-8
4.727969591600371e21	3.3678697890787613e-11	2.252679347332071e-8	7.665e-11	2.2637122171211496e-8
4.782772017727486e21	3.344586625952204e-11	2.252686450759322e-8	7.665e-11	2.2636960373852738e-8
4.838209664925937e21	3.3214434812164785e-11	2.2526933194115254e-8	7.665e-11	2.2636797628927417e-8
4.894289896114531e21	3.298439730198302e-11	2.2526999609748704e-8	7.665e-11	2.2636634007050688e-8
4.951020159556331e21	3.27557474861295e-11	2.2527063828871685e-8	7.665e-11	2.2636469576357814e-8
5.008407989848213e21	3.2528479286839997e-11	2.252712592345746e-8	7.665e-11	2.2636304402744297e-8
5.066461008921248e21	3.23025861446228e-11	2.252718596315074e-8	7.665e-11	2.263613854929536e-8
5.125186927053333e21	3.207806199485745e-11	2.252724401534167e-8	7.665e-11	2.2635972077336526e-8
5.184593543892892e21	3.1854900613484863e-11	2.252730014523764e-8	7.665e-11	2.2635805045851123e-8
5.244688749495119e21	3.1633095781932225e-11	2.2527354415932668e-8	7.665e-11	2.2635637511714598e-8
5.305480525369552e21	3.141264128742086e-11	2.2527406888474796e-8	7.665e-11	2.2635469529762216e-8
5.366976945540476e21	3.119353092326702e-11	2.2527457621931325e-8	7.665e-11	2.263530115285459e-8
5.42918617761892e21	3.097575848918087e-11	2.2527506673452007e-8	7.665e-11	2.2635132431941185e-8
5.49211648388779e21	3.0759317791558356e-11	2.2527554098330283e-8	7.665e-11	2.263496341612184e-8
5.555776222398855e21	3.054420264377132e-11	2.2527599950062623e-8	7.665e-11	2.2634794152706393e-8
5.620173848083188e21	3.0330406866450794e-11	2.2527644280406e-8	7.665e-11	2.2634624687272448e-8
5.68531791387373e21	3.0117924162887895e-11	2.2527687139433542e-8	7.665e-11	2.263445506359643e-8
5.751217071841614e21	2.9906748621672294e-11	2.2527728575588505e-8	7.665e-11	2.2634285324210176e-8
5.817880074344911e21	2.969687395909149e-11	2.2527768635736493e-8	7.665e-11	2.2634115509695584e-8
5.885315775191451e21	2.948829402757603e-11	2.2527807365216066e-8	7.665e-11	2.263394565924364e-8
5.953533130814346e21	2.92810026881753e-11	2.2527844807887768e-8	7.665e-11	2.263377581057594e-8
6.022541201461928e21	2.9074993810813306e-11	2.2527881006181584e-8	7.665e-11	2.2633605999992396e-8
6.092349152400686e21	2.887026138331979e-11	2.2527916001142953e-8	7.665e-11	2.2633436262526273e-8
6.162966255132942e21	2.8666799074125212e-11	2.252794983247728e-8	7.665e-11	2.2633266631551405e-8
6.234401888627839e21	2.8464600892602457e-11	2.252798253859308e-8	7.665e-11	2.263309713948568e-8
6.306665540567406e21	2.8263660746696702e-11	2.2528014156643715e-8	7.665e-11	2.2632927817390412e-8
6.379766808606257e21	2.806397255446652e-11	2.252804472256792e-8	7.665e-11	2.2632758695122386e-8
6.453715401646702e21	2.7865530244317925e-11	2.252807427112888e-8	7.665e-11	2.2632589801373196e-8
6.52852114112782e21	2.7668327755236876e-11	2.2528102835952255e-8	7.665e-11	2.263242116370749e-8
6.604193962330305e21	2.7472359037015717e-11	2.252813044956285e-8	7.665e-11	2.2632252808599864e-8
6.680743915695587e21	2.727761805047801e-11	2.2528157143420203e-8	7.665e-11	2.263208476147068e-8
6.75818116816111e21	2.7084098767697365e-11	2.2528182947953032e-8	7.665e-11	2.263191704672073e-8
6.836516004510211e21	2.689179517221482e-11	2.2528207892592575e-8	7.665e-11	2.263174968776479e-8
6.915758828738525e21	2.6700701259250298e-11	2.2528232005804882e-8	7.665e-11	2.263158270706413e-8
6.995920165435346e21	2.6510810953404164e-11	2.2528255315122068e-8	7.665e-11	2.263141612607547e-8
7.07701066118189e21	2.6322118521397302e-11	2.2528277847172573e-8	7.665e-11	2.2631249965693967e-8
7.159041085964859e21	2.6134617747207612e-11	2.25282996277105e-8	7.665e-11	2.2631084245457704e-8
7.242022334607315e21	2.5948302757355784e-11	2.2528320681643932e-8	7.665e-11	2.2630918984401286e-8
7.325965428215201e21	2.576316760848687e-11	2.252834103306243e-8	7.665e-11	2.2630754200670917e-8
7.41088151564157e21	2.557920637017248e-11	2.252836070526359e-8	7.665e-11	2.2630589911633762e-8
7.496781874966846e21	2.539641312503808e-11	2.2528379720778812e-8	7.665e-11	2.263042613390385e-8
7.583677914997191e21	2.521478196895996e-11	2.2528398101398185e-8	7.665e-11	2.2630262883367142e-8
7.671581176779271e21	2.5034307011246966e-11	2.252841586819463e-8	7.665e-11	2.2630100175205877e-8
7.760503335133571e21	2.4854982374817217e-11	2.252843304154721e-8	7.665e-11	2.262993802392203e-8
7.850456200204478e21	2.467680206474827e-11	2.252844964116376e-8	7.665e-11	2.2629776443228505e-8
7.94145171902934e21	2.4499760497943655e-11	2.2528465686102727e-8	7.665e-11	2.262961544660067e-8
8.033501977124702e21	2.4323851704493533e-11	2.2528481194794347e-8	7.665e-11	2.262945504649884e-8
8.126619200091945e21	2.414906986346607e-11	2.2528496185061162e-8	7.665e-11	2.2629295254924626e-8
8.220815755240507e21	2.3975409168378272e-11	2.2528510674137812e-8	7.665e-11	2.2629136083306187e-8
8.316104153230962e21	2.3802863827353183e-11	2.252852467869025e-8	7.665e-11	2.2628977542517604e-8
8.412497049736084e21	2.3631428063275866e-11	2.25285382148343e-8	7.665e-11	2.2628819642897576e-8
8.510007247122247e21	2.3461096113944386e-11	2.2528551298153657e-8	7.665e-11	2.26286623942676e-8
8.608647696149209e21	2.3291862232219638e-11	2.252856394371726e-8	7.665e-11	2.2628505805949478e-8
8.708431497690724e21	2.3123720686170282e-11	2.2528576166096153e-8	7.665e-11	2.2628349886782322e-8
8.809371904473955e21	2.2956665759216492e-11	2.252858797937975e-8	7.665e-11	2.2628194645138966e-8
8.911482322840201e21	2.279069175026899e-11	2.2528599397191623e-8	7.665e-11	2.2628040088941893e-8
9.01477631452488e21	2.262579297386687e-11	2.2528610432704767e-8	7.665e-11	2.2627886225678634e-8
9.119267598459298e21	2.246196376031077e-11	2.2528621098656317e-8	7.665e-11	2.2627733062416627e-8
9.224970052592137e21	2.2299198455794954e-11	2.252863140736192e-8	7.665e-11	2.262758060581771e-8
9.331897715733238e21	2.2137491422534746e-11	2.2528641370729457e-8	7.665e-11	2.262742886215199e-8
9.440064789417564e21	2.1976837038892974e-11	2.2528651000272507e-8	7.665e-11	2.2627277837311398e-8
9.549485639791966e21	2.181722969950182e-11	2.252866030712323e-8	7.665e-11	2.2627127536822733e-8
9.660174799522606e21	2.165866390233791e-11	2.2528669302044928e-8	7.665e-11	2.2626977965947265e-8
9.772146969725725e21	2.150113381406756e-11	2.252867799544416e-8	7.665e-11	2.2626829129258227e-8
9.885417021919533e21	2.1344634139704537e-11	2.2528686397382432e-8	7.665e-11	2.2626681031522135e-8
1.0e22	2.1189159253178804e-11	2.2528694517587567e-8	7.665e-11	2.2626533676840746e-8
